623262226242623262326232623262326232623262326232623262326232623262326232623262326232623262326233623362336233623362336233623362336233624362436243624362436293629362936293629362936293629362936293629362936293629362936263626362636263626362936293629362936293627362736273627362736273627362736273627362736273627362736273627362736273627362736272627262726272627262726272627262726272627262726272627262726272627262726272627262726272628262826282628262826282621262126212621262126212622262226222622262226222627262726272627262726272628262826282628262826282623262326232623262326292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292,1
623262326232623262716232629162326291629162916291629162916271627162716271627162716232623262326232623262326271627162716271627162716232623262326232623262326271627162716271627162716231623162316231623162316231623162316231623162316271627162716271627162716231623162316231623162316231623162316231623162316231623162316231623162316231623162316231623162916291629162916291629162916281628162816281628162816271627162716271627162716271627162716271627162716272627262726272627262726272627262726272627262726272627262726272627262726272627262726272627262726282628262826282628262826292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292629262926292,2
728232929272927292929292929292923292329292929292929292929242924292429242924292429232923292329232923292329232923292329232923292329232923292329232923292329232923292329232923292329232723272327232723292329232923292329232923292329232923292329232923232323232323292329232923292329232923192319231923192319231923192317232723272327232723272327232723232313231323132312231223122312231223222322232223222322232223222322232223222322232223222322232923292329232923292329232923292329232923292329232923232323232323232323232323232323232723272327232723292329232923292329232923292329232923292329232929272927292729272929252925292529252929292929292929292929292929292923292329232923292329232923292329222922292229292929292929292929292329292929292,3
926292928292929292829272927292729272927292729262926292629272927292729272927292727272727272729272927292729212921292729272927292729282928292827212721272823282328292829273927392733273327392739273927392737273727372739272927292729272927292728272827282729272927292729272927292724272427242729272927292729272927292723272327232723272327292729272927292729272927292729212921292129232923292329222922292229212921292929292929292929292921292129212921292629262926292629292929292929292929292929292929292929292929292922292229222929292929292929292929282128212821282123222322232229292929292929292929292929292929292929212921292129292929292929292929272927292729272924292429242924292921292129212929292929292929292929212921292129292929292929292,4
326292323292822232929292929292922212929292929292922292229222922292429242723272327242724292429242925392539253925332533253825382537253725392539253925292523252925292629262225282528262826282628262226122617261726132623262226122612261926192619261826182616271627122712271227292729282928282828282928292829292929252125292229222922242224212329232922292229242924292429242922292929292929292429242929292923222929292929292729272927242724292929292929292929252925232929292925292529252921292129292929292929292929292929292221222122212125212529252929292929292829282928292929292929292921292129212425242524252325232523252329232929292929292929292925292529252925292529252329232923292729272927292729272927292329232929292929292929292329292929292,5
125212929292929262929292229292929242924292424292429242924222422242223242324232423242324232424352435243524342434243424352435243524352435243524352435243524352435243525352535253524352435243525352535253525352535253525352535253525352535253525352535253525352535253525252525252525252525252525262526252626262626262626261626162616261626162616261626162616261626162616261626162616261626162616261626162616271627162716261626162616271627162716272627262726272627262726272627262721182118211821172117211721272127212721282128212821292129212921292129212921292129292929232923292329232923292329232923292329222922292229222922292922292229292929292929292929292929292929292929292929292929292929292929292929292929292929242924292429242929292929292,6
922292127212721272127282728292829282928272827282728272827282728231723172427242722272227222722272227222721262126212628262826282621262126212621262125292529252925292529252925292527252725292529252125282528242824292429242124212423242324232329232923292328232823272327232923292329232923272327232922292229222922292229222822282228222922292229222922292229222922292229222322232229222922292229282428242824282622262226282928292829282322232229222922292229222921292129212921292129212921292129212921292129212721272127212621262126282928292829282728272827282621262126212721272127292729272927292729272927292629262926292929292929292225222522252125212521252225222529252929292929292729272927292729272927292929292929292729272927292929292929292,7
324232623242926292627242725272523162316231623252325232523252325232522262226282628262826282629262926292629262926292629272927292729272927292729272927292727272727272724272427242726282628262825282528252829282928292829212921292129212921292129211921192119212921292129212921292129212921292129222922292229222922292229222922292227222722272229222922292229232923292328232823282321232123292329232923292329232923292329242924292429242924292429242924292429242924292429242924292425242524252426242624262425242524252425252525252524252425242524252425242529252925292529252925292529252925292527252725272527252725272529292929292929292929292921292129212921292129212922292229222922292229222922292229212121212121282928292829282928292829212929292,8
322292129212221272125212828272827282728272827282728272827282728231723172327232724272427232723272327232723262926292629262125282528262826282528252925292529252925292529252724272429242924252425242824282421232823282328232123292329232923292329232922292223222922292229222222292229222922292129212321232127212721272127282628262827282728272827282727272728272827272727272317231723272327232623262325232522262226212531253225282528242824292429242724272429242924292329232223292329232923292329232923292323222922292229222922292229222922232223222322232224222422232129212921292129212521252125212421242124212721272127282428242824282728272827282727272727272729272927292629262926292729272927292629262926292729272927292629262926292929292922292,9
922392939293927392739273927392729272927292729272927292729272927292729272927292729272927292729282928292829212921292129212921292129222922292229222922292229222922292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929231923192319272927292729272927292729262926292629272927292729272927292729272927292729232923292329232923292329233923392339233923392339223922392239233923392339233923392939293929392939213921392139213921392739273927392739273927392739273927392739272927292729272927292729272927292729272927292729272927292729292929292929292929292929292929292929232923292929292929292929222922292929292929292929292929292929292929292929292929292929292929292929292929292929292,1
