925292929292922192929292322292628262826282628262929292929292929292229222922292229262926292629262929292929292929292929292929292929222922292229292929292929292929292229222922292229232923292329232223222322232923292329232923292328222822282228222922392239223922372237223722372939293929392939293322332233223922392139213921392133223322332239283928392839283928332933293329332933283328332833283328342734273427342734273428342834283428342834283428342834283428342734273427342734273427342734273427342734272427242724272427242724272427242724272427242724272427242724272427242724272427242724272427242724272429242924292429242929292929292929292929292929292929292929292729272927292729272928292829282928292829282928292829282928292929292929292,1
923292826252923292929292929292929292929292923292329292929212921292129222922292229222922292229222922282328232823282322222222222229222923292329232923222322232223222322232223222322232723272327232723262336233623362335233523352335233522352235223522352335233523352935293529352935293329332933293329332633263326392639273927392739273927392739273927332733273327332732273227322739273927392739273927332723272327232724272427242724272327232723272327232723272327232723272327232729272928292829282928292929292929292929292929292929292929292929292929292929292929292929292929292929292923292329232929292929292929292929292929292929292924292429242924292329232923292329232923292329292929292929292929292929292929292929292929292929292929292929292,1
927292929292927292329272923292929292929292929272927292729232923292329242924292429292929292929222922292229212921292129222922292929292929292929212921292129222922292929292929292929292929292929232923292329232923292329232923292329232923292329223922392239223922392239223922392239293929392939293929392139213921392139213921392139213922392239223922392239223922392939293929392939293922392239223929392939293929392939223922392239293929392939293929392739273927392739273927392739273926292629262926292629262926292629262926292629262926292629262926292729272927292729272927292729272927292729272927292829282928292829212921292129292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292,1
925292929252925292429272928292929292929292929272927292729212921292929292929292929272927292729292929292929212921292129232923292929292929292929292929292929292929292929282928292829232923292329232923292329232923292329232923292329232923292329222922292929292929292929212921292829282928292829292929292929212921292829282928292829282928292829292929292929282928292829222922292229212921292929292929292929222922292229212921292129282928292829282928292829282928292829292929292929292927292729272927292729272927292729292929292929292929292929292929292729272927292729272927292729272927292729272927292929292929292929212921292129292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292,1
926292129292929292629212929292929262926292329232921292929292929292729272926292629212921292229222921292129222928292829282924292429232923292329232922292229222922292229222921292129212929292929292928292829272927292839283929392939293929292929292928292829282929292929292929292929292929292929292929292929292926292629262927292729272929292929292923292329292929292929292929292929292929292929292924292429242925292529252927292729272926292629262929292929292926292629262926292629262926292629262929292929292926292629262929292929292926292629262925292529252926292629262925292529252925292529252925292529252926292629262926292629262925292529252924292429242929292929292929292929292929292929292929292929292929292929292929292929292929292929292,1
922292929292929292929222928292829282928292829282928292829282928292229222922292229222922292229222922292229222922292429242924292429292929292929292923292329232923292329232923292329232923292329232923292329232923292329232923292929293929392939293929392939293929392939293929392939283928392839283928392839283928392839283928392839283928392839283927392739273927392839283928392839283928392839283928392839283928392739273927392739282928292829282927292729272927292729272927292729272927292729272927292729272927292729272927292729272927292729272927292729272927292929292929292929292929292929292926292629262926292529252925292529292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292,1
928292329292929292429292922292929232923292329232922392239223922392329232923292329222922292229222923292329232923292329232923292329232923292329232923292329232923292239223922392239223922392239223922392239223929392939293929392939293929392939293929392939293929392939293929392939223922392239223921292129212921292129222922292229222929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929272927292729272927292929292929292929292927292729272927292729232923292329232923292729272927292729272923292329232923292329272927292729272927292429242924292429242929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292929292,1
321192829282928292229232322292229232923292329232723272327232723272327232723272329223922392239223922392239223922392139213921392839283928392839283929392939293929332933293329392939213921392139283428342834283428332833283328392839283928392839283929392939293929392739273927392739273927392739273327232723272327232723272327292729272927292729272327232723272927292729272927292729272927292729272927292729272927292829282928292829292929292929292922292229222929273927392739273927392739273927392739273927392739272927292729272927292729272927292729272927292729272927292729272929292929292929292923292329232923292329232923292329232923292329232923292329232929222922292229292929292929292929292929292929292929292929292929292929292929252725292,1
922272926292929292929292229292929292929292927292729272929222922292229222922292223232323292329232923292327232723272329232923292329232923292329233923392339233923392939293929392939293929392934293429342933263326332633293329332934253425342533273327332731273127312732273227322732273227392739272927292727272727272729212921292129212421242124212421273127312731273127322732273227322733273327332739272927292729272927272727272727272729272927292729272927292729272927292729272927292929292929292929272927292729272929292929292929292223222322232223222322232223222322232223222329292929292929292929212721272127292729272927292729272927292729272927292929292929292929292929292929292929292929292929232923292329232923292329232929292929292923292,1
922292929292929292629292929292129292929292929292929292929292929292929232923292329232923292429242924292429242928292829282928292829232923292329232923232323232323232329232923292329232923292327233723372337233723392339233923392339233922392239223922392938293829382938293829322932293229322932293329332933293329332933243324332433243324332533253325332533253329332933293329332931293129312931293929392939293929392939293327332733273327332734273427342734273427373627362736273627362736273627362736273627362736273627362736272627262726272627262626262626262626262624262426242624262426292729272927292729272729272927292729272927292729272927292729222922292229222922292229222922292229292929292929292929292929292929292929292929292729292929292,1
